"","treatment_stool","visit_stool","antibiotics_stool","age_stool","sex_stool","NSAIDS_use_stool","BMI_stool","interaction_stool","subject_stool","treatment_swab","visit_swab","antibiotics_swab","age_swab","sex_swab","NSAIDS_use_swab","BMI_swab","interaction_swab","subject_swab","treatment_tissue","visit_tissue","antibiotics_tissue","age_tissue","sex_tissue","NSAIDS_use_tissue","BMI_tissue","interaction_tissue","subject_tissue"
"P164-PWY: purine nucleobases degradation I (anaerobic)",-0.267711473093706,-0.0958691836108692,0.0378056655812781,-0.106706671964688,-0.583360787304675,1.20373188743562,-0.100668350023662,0.263171314507237,6.95922641888856,-0.239783085407001,-0.36003984577739,-0.23876320051132,0.0961597939028505,-1.52596869235101,0.612034342581345,-0.277655643064239,0.628950805517882,1.57944805023519,-0.135580589597568,0.634014186881317,0.121381720202607,-0.707013475687039,-1.20764308121728,0.814223893624837,0.0789108652487284,-0.376247863039492,0.00025234890153883
"P185-PWY: formaldehyde assimilation III (dihydroxyacetone cycle)",0.0474675411354814,1.1510951154682,0.106951412460173,-0.24917528312968,0.306242407700657,1.43920276854739,-0.0557748666042537,-0.0989085378766402,5.08883180341332,-0.0364807711599909,-0.362411011597583,-0.451479531702121,-0.372656747103382,-0.0283014504795803,-0.0648189966167848,-0.22421414351582,0.167525717996435,2.1780101924261,0.0103073366163744,0.144234204920666,-0.273787783201227,0.174006486300199,1.37912799598125,0.0377179260471281,0.113170485232528,0.116353339894406,0.318040018554424
"P23-PWY: reductive TCA cycle I",0.576935714129464,0.255042622721819,0.258120761664645,0.909168441542645,-0.478491101115782,0.128978818300537,0.583253748279636,-0.183983125625002,0.505359731634414,0.114671962794042,0.39241721233834,-0.40202696479605,0.737259274195349,-1.00184423852201,-0.109991794430908,-0.176946363210656,-0.313774326015081,1.60357017150825,0.0070251675433875,0.795758709794135,0.427945465087069,-0.00819083656631522,-0.47066519027131,0.355043600235537,1.10748348248448,-0.491606544269873,0.000230823564752419
"P4-PWY: superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",0.423349235340475,0.0174049647217978,0.0615508326113582,2.00269475544877,0.55090883830804,0.851788443583148,0.0161105539886346,-0.207594905292479,4.60685679393344,-0.0212227797162025,-0.14561049737507,0.19123936978205,1.0485829389551,0.371379642309834,0.307986399188417,0.75746342739714,0.520621825054048,6.80755777524212,0.48282082216205,0.129739491062958,-0.396086245774173,0.220045675311565,-0.184547311243737,-0.560126680400088,0.744245155114839,-0.537047014478871,0.891197741274265
"P42-PWY: incomplete reductive TCA cycle",-0.246363043968749,-0.512681600341123,0.901216489396048,0.402357545835091,-0.911499726925206,-0.0564276026770749,-2.25209836208071,0.402338262049941,7.60304274023448,-0.460747450350842,-1.14454184145671,-0.378387879536477,0.259139894295299,-0.0234964208376367,0.662932969288585,-0.0810880218622109,1.87676577656324,3.73718049057339,-0.25721683089839,-1.05689237193341,-0.0446688593628753,0.0712513162675764,0.340786785894149,-0.177223581377888,-0.111454104492871,0.818377815139561,1.39740575396808
"P441-PWY: superpathway of N-acetylneuraminate degradation",-0.139788704014245,-1.20011774197205,0.9855250227708,0.64511130458186,0.764563795205036,1.11737922770273,0.039512291868817,0.580019438040624,10.7710229153452,-0.417973696983922,0.116169644556512,-0.0118602652407447,0.179800724585775,0.0790177796311208,0.860373336755374,0.131648723684491,0.681315697338039,2.90579376034467,0.164948405756624,-0.205938548601012,-0.00376196463595214,-0.126301641352897,-0.379604781146865,-0.33095113834488,0.309666610386247,0.347396829929227,0.594601115518381
"P461-PWY: hexitol fermentation to lactate, formate, ethanol and acetate",0.0927491427935846,-0.894121013339671,1.17944889274482,0.538497123819378,0.233465627199143,1.65305744833154,0.160730401692447,0.00506341579975085,7.12143982572524,-0.413677060653394,-0.443190707569482,0.298607937375743,-0.36630767254601,0.935051396500868,0.526394593164943,-0.615142826805974,1.16707029653691,4.95839795387579,0.103289936495716,0.288130226248296,-0.0774098854455672,0.4642033169141,0.176362045196704,-0.145839360779332,-0.710934370749647,-0.0062805728744053,6.25911241025082
"PANTO-PWY: phosphopantothenate biosynthesis I",0.357854258740243,-0.0289418222630914,-0.103582973509709,-0.71070123543596,-0.224137570512106,-0.509779313088116,0.254053135909149,0.041413371919774,7.22805784053619,0.45105259847892,0.218843880565428,0.181188892753638,0.257680891688687,-0.774166258528213,-0.122262863420653,0.889837542211514,-0.702664236148067,6.21974784803202,-0.1615931986557,0.0334655599458794,-0.240243117717288,-1.28670098619384,0.551814749942437,1.08581822735652,-0.0383623124244274,-0.128247694775106,0.492773941674308
"PANTOSYN-PWY: pantothenate and coenzyme A biosynthesis I",-0.598636187286043,-0.187386803157055,0.0925572526496066,-0.340414188876955,-1.57636910243293,-0.293606418218256,1.16850796226811,0.695615594118391,9.68318744969666,0.72708676380456,0.126214098830341,-0.195511608772028,-0.187326906803688,-1.12920935613643,-0.492070139247474,0.777229153744319,-0.574342009108035,4.41805817522539,0.0687878063545329,-0.199275282602308,0.00106867205842766,-0.107869514650663,-0.306858082157176,-0.536763345050765,0.0363958713114082,-0.0122492545226191,1.86958664515037
"PENTOSE-P-PWY: pentose phosphate pathway",0.5629889641429,-0.358123660322456,-0.0910951425685885,0.204100054896722,0.127725123870401,1.26773139497825,0.0222641730505311,0.38965109416923,8.92560959155966,-0.274882974497821,-0.18631393925918,-0.634408466614767,-0.861224392410892,0.0805354310436741,0.894866355189486,-0.0574998999083978,1.44535729159675,2.01261531082371,0.694108928810277,0.995354908800729,-0.726888774498669,-0.333909816644091,-0.393393971833394,0.0873331714496757,-0.265658122526369,-0.0125261900664831,0.238157341217189
"PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)",0.0721424542494388,0.133009016148349,-0.798386522267764,-0.273136816906802,0.232915941587665,-1.18718128764115,-0.406167425704573,-0.286796817766667,8.45506223430998,0.221962724965058,-0.343931632732001,-0.0775629563247122,0.0072868984501431,0.0207314507071855,-0.0991012265459231,0.344980396302169,-0.537540758398661,8.98145041151834,0.132584639909898,0.482847424964876,0.389056699037336,-0.0656402196761863,0.146305081145182,0.769170439625246,-0.0417526115845764,-0.202487989749537,1.9262038124141
"PHOSLIPSYN-PWY: superpathway of phospholipid biosynthesis I (bacteria)",-0.215267310843183,0.91655458602219,0.490159972865149,-0.0109215437148417,0.836960095500075,0.224682810511002,-0.146715411197314,-0.43195889223216,12.789479328155,-1.92545465853384,-0.417161637591202,1.15110710319502,0.190900215683833,0.501131291410474,-0.130242776995344,-0.28063837610589,1.48383606173992,2.7303071581479,0.0747515362332957,0.490047476823173,-0.0492880020416547,0.567195690766049,3.20348586352121,-0.309807644580243,0.789582557861985,-0.78807178438291,0.739572766744809
"POLYAMINSYN3-PWY: superpathway of polyamine biosynthesis II",0.33122192898758,1.76992273902595,0.270582708693833,1.69942542449293,1.08073606141693,0.177664723479029,-0.0115769053478133,-1.09885841279233,20.0105625373054,-0.679671309982486,-1.18385372169295,-0.0385228818915793,1.13543767224832,1.37754715531778,-0.0681136506479438,0.128462207279687,1.40623622432119,11.5810504997318,1.29709396552124,0.045049304140354,-0.206638730711101,0.0851240877249207,-0.0110544701746398,0.498861156295214,0.0645932708718659,-0.0619514991361189,0.000220412123035833
"POLYAMSYN-PWY: superpathway of polyamine biosynthesis I",-1.35691731675208,-0.736616706763245,-0.219583366660578,0.937596651779768,-0.366366966187504,-0.231805686687261,0.188552037440101,0.0801345251240298,9.28901472090953,-0.439380672957238,-0.0712106482386719,-1.17321471617992,-0.011121198906011,0.703578556990235,-0.405056909524227,-0.102047403269211,0.0975594293699045,6.35827831414521,0.997999312458406,0.518798635140096,0.0441748584102218,0.293564485872261,0.0617802211710063,-0.413881929094255,0.558063654528323,-0.941535144811281,0.000288564209336058
"POLYISOPRENSYN-PWY: polyisoprenoid biosynthesis (E. coli)",0.3687807832147,-0.607690178984899,0.469088575658744,0.235341815711116,0.346955121592748,1.15491794939675,-0.163827080690716,-0.182488971025991,10.3402255249518,0.255488678175737,0.152765078311305,0.303410818262152,-0.566149575203286,0.734049073769637,0.168491661829779,-0.26659500162989,0.0996632750759653,7.60317546049355,-0.0593553264125313,0.245956867875214,-0.507777945469008,-0.176136198105614,0.167314064288661,-0.0774833674483516,-1.09088462108347,0.161495058296488,0.994489738908502
"PPGPPMET-PWY: ppGpp biosynthesis",0.124990258521529,-0.142120446018897,0.622498808750067,0.0835304843106017,0.745937063201755,0.54685056635977,0.626985330528175,0.24571365681172,1.49001326178455,-0.279509755365272,-0.200557553725766,0.583464888188263,0.436977625687793,0.719061119412672,0.13932313991631,0.20936481979049,1.02313335762319,3.35016463946236,-0.0664724345280872,0.351134124152092,-0.254435460420896,-0.410913512382222,1.2426781775112,0.383336805957825,-1.88411691334717,0.157455106261035,0.614047040178593
"PRPP-PWY: superpathway of histidine, purine, and pyrimidine biosynthesis",-0.913746261543132,-0.34451547097529,-1.88195590273801,0.599055064620911,-0.647349358651368,0.191381937124251,-0.511769995844223,0.529243916954654,10.7610019682503,-1.23871036470389,-1.21939954829354,-0.887507448509816,0.587858423472963,0.0613485968897721,-0.137915912087946,0.148318987901395,2.04773192649443,6.79077942621814,-0.20179903724882,-1.67879191715281,0.0328456784447219,0.228661778940741,-0.0527203148614189,-0.258940065952864,1.18664635066563,0.0131748850677403,1.71649462072561
"PWY-1042: glycolysis IV (plant cytosol)",-0.400925060249594,0.560164001861246,0.213063175484552,0.242610827296188,-1.86731933228333,-0.627647701522289,0.977449013532427,0.0905020048249482,6.8757316881242,0.111274337588461,0.100316520354889,-0.499549174088477,0.167118801740652,-0.88096766754162,-0.832008072058322,0.324857492099507,-0.100450620861382,5.96078964530501,-0.279879815839094,0.840500757983924,1.19150664810713,0.127997328786095,-0.467177899420598,-0.19935766622356,-0.741245704415838,-0.214523458526918,0.628628918011431
"PWY-1269: CMP-3-deoxy-D-manno-octulosonate biosynthesis I",-0.151176580511257,-0.450040193178744,0.991179280561808,-0.00539420368140777,-2.11936996325129,-0.669458293108637,1.17445797724479,0.608651082859197,7.95662263634592,0.441146457490272,0.526366974688083,0.647600954348961,0.466662153432915,-1.72474578172336,-0.686191522166706,1.4536706204699,-0.344050897937123,8.98641327194286,0.0751051702688284,-0.106594284270735,-0.33956981948818,0.298027894348364,-0.256161500052044,0.301879625518703,0.0399820061356216,-0.242696523852255,0.489209932348923
"PWY-241: C4 photosynthetic carbon assimilation cycle, NADP-ME type",0.503284471503942,0.746371477525173,-0.124373713561756,0.765677984109412,-0.170984652928514,-0.204303764452811,0.137839276815769,-0.765902133790399,0.0792559278708159,-0.827538277485314,-0.439813201461579,0.111781469485808,0.409110553899503,-0.676947567132209,0.118594564178583,0.535641514633519,0.346247718477443,0.0295637683395374,-0.706568540816572,-0.1524716678683,-0.0765720956391205,0.0166803367354074,0.32963667715328,-0.332396145399736,0.233182061921032,0.102808648508689,0.000234401982875793
"PWY-2723: trehalose degradation V",0.450980411409468,-0.426706180230539,0.501331082411792,-0.0755808721109402,0.174685467494744,1.56418275911561,-0.413897160636557,-0.0742221057330402,12.8607001737912,-0.00417913067356364,0.0599319940072877,0.128131987004498,-0.115224189298627,0.755722363406906,0.337776773425676,-0.289649809745513,0.389045620884654,12.0259313688693,-0.353237575630441,-0.788980064284914,-1.13739505964749,0.132347554802359,-0.379062833436403,-0.326463199072011,0.473361075825142,0.384269045867658,0.000256326699365981
"PWY-2941: L-lysine biosynthesis II",0.146954533529845,0.162059559704923,-0.383343131747458,0.389744602688928,-0.0370954526094861,-1.17041039647293,0.370427538469237,0.0640174884255364,6.25829736326447,1.21576906105658,0.242535441596657,-0.107603945696526,-0.978038146680641,-0.555307660573564,0.35699334698007,1.74400598171767,-0.294576408300392,0.784989835023645,0.0264830429146886,0.500883148198125,0.171365994990053,0.565637248453189,-0.143923283559022,-0.17009278185722,-0.085862915020594,0.00328292786305358,0.000306817933570328
"PWY-2942: L-lysine biosynthesis III",-0.236739635068522,-0.139442128744114,-0.218595551084783,-0.308471212752162,-0.107397889192087,-0.987562758384214,-0.0671202318885577,0.147167022409933,9.39413298693161,0.302721352553607,0.239850132191231,0.0431431578420321,0.0186551909169794,-0.433347070207104,-0.228892065357525,0.274708730448246,-1.33862408181651,7.44250627534462,0.0634604855875408,0.417068883443051,1.01827430980081,-0.188168153939722,0.180058446498082,0.380764901628969,0.138675515813716,-1.11505530448125,1.40380820232425
"PWY-3001: superpathway of L-isoleucine biosynthesis I",-0.249864964262759,0.707502019847534,-0.938761971233461,-0.0329022534455237,-0.297928708417026,-0.385342649678794,-0.215304645694038,-0.214699023658211,5.27242824847845,-0.151862871043558,-0.734976458559405,-0.382514021585587,-0.146482138029521,0.334498956188713,-0.547507599897495,0.141729660345123,0.295713672988233,7.72417537577913,0.0632988782264677,1.14304922352353,0.164026692450972,-1.08949152784776,-0.259183753073778,-0.242701280964114,0.360344801909405,-0.160562821210498,0.000285676191569994
"PWY-3781: aerobic respiration I (cytochrome c)",-0.208532223367743,-0.0794851545639157,0.144135425506698,-1.28440612432138,0.806882519816882,0.0114573402251493,-0.0903033555389654,-0.0720931226916123,0.260333812785319,-0.513672729077809,-0.723031843095508,1.42586018234958,-0.422088186580296,-0.623410671487781,0.269074849076531,-0.663475669853593,0.343229348661248,0.184438473920848,-0.922537506489821,0.125342574727977,-0.385413363929287,0.421563133426407,-0.426465694927103,-1.54886941283446,0.134880469910526,0.750840000482811,5.38627214740034
"PWY-3841: folate transformations II",0.168262826268796,-0.310701693778475,0.193805144072531,-1.06518753205315,-0.492080131372483,-0.754613569195051,0.0940900746251259,0.257065668665989,9.37305277089057,0.0367331979203167,0.361033287902431,-0.116222723072425,0.0861285130927942,-1.62369149611865,-0.487071781336299,0.256097966612763,-0.784387673306982,7.38738883226772,-0.407601776499768,0.000980885620219457,1.97265439233393,-0.171273736351324,-0.243916780537964,0.199698153105332,-0.969018409486977,-0.00124180779680752,0.480650172110577
"PWY-4041: &gamma;-glutamyl cycle",0.623596105100481,-0.13359695360172,0.189332390214637,0.0613551747198496,0.46233025274568,1.03319803651851,0.337674496887049,-0.148673358132143,3.73495995563564,0.0205954296160811,0.117545640194499,0.295060376783378,-0.365599324294822,0.633567896947921,0.486426154570722,-0.629352039018051,0.466012386537211,10.1729877466559,-0.445912911087956,0.169916868750703,-0.773160535491855,1.68985586926006,0.124701969184953,-0.216368012869703,-0.374345823317951,0.190897519863858,1.81008265978782
"PWY-4242: pantothenate and coenzyme A biosynthesis III",-0.662265625243423,-0.343289818681774,0.222315483688766,-0.246899316538939,-1.53457598720135,-0.439036141173327,1.85201057262947,0.942314455846073,10.5101623473699,0.759762981019444,0.567421646415367,-0.0919881296833578,-1.33932767993719,-1.698825595985,-0.343234428749506,-0.00705455209971353,-0.9487863367826,1.0625065228424,1.39536037702386,0.0820414515424986,-0.0311380985947706,-0.321351842878442,-0.8390249727444,-1.27260582599086,0.144846250908483,-0.515116704330715,0.000336299155197876
"PWY-4702: phytate degradation I",-0.677462685081263,-0.874464806303499,0.548035704764585,0.151638681528127,-1.79414330130481,-0.277285502193667,1.62319695258314,1.37545098785266,6.79096523758103,0.312676091959626,0.714878906068813,0.266592695751076,0.0862184406003882,-1.2413267670183,-0.421672240058702,0.200835107249947,-0.46051093611017,1.1711962921334,0.320026789429715,0.247494817649602,0.501660941720528,0.154311637405896,-1.04346391786725,-0.619986680526012,0.346783730861336,-0.380657090304547,1.64959669433414
"PWY-4981: L-proline biosynthesis II (from arginine)",-0.0199640035402265,-0.233814442963405,-1.06619109279736,2.91456754383795,-0.0642763990969783,-0.823269037771801,-0.0740360538230791,0.0171494746202364,8.05190531167741,0.239111609302794,-0.00807116694203129,0.0364112113697445,0.598710423894175,0.132353679269971,-0.293384962420867,-0.347324895149967,-0.192060317893282,7.5797868252148,-0.0348906938719655,1.04129052438526,-0.259778268468714,1.03420329409073,0.118473628983211,-0.17805687038519,-0.233208020162403,-0.0768285092028202,0.306486069817548
"PWY-4984: urea cycle",0.016724154857646,-0.242157624090018,1.05037768346279,-0.804451276391999,0.0306686783636212,-0.0215799688120067,-1.12607729908685,0.420490218958573,3.19279200918803,-0.257510040828357,-1.00419818011872,0.638256437020588,-0.273435965920384,-2.33687712904281,0.291473123600157,0.266651573736777,0.419220563162103,3.40193469412667,0.687086384733326,0.00950328851017949,-0.12382582177725,0.519726974278618,-0.265262153402235,-1.4852973698521,1.43166023588283,-0.0585209724177066,0.192294607438979
"PWY-5005: biotin biosynthesis II",-1.10253574748433,-0.512207006639483,0.207335214976616,-0.711489171808812,-0.137944047165908,-0.515126592533978,0.409409063899807,0.236930986976694,14.9559216317298,0.164272062347829,-0.0113524598093469,0.453200729326581,-0.938451403717908,-0.05414951085381,-0.571161719436768,-0.277364988276701,-0.482996741254106,0.460883620074862,-1.01517887798569,-0.302193006697479,-1.30000082132124,-1.08250574275537,-0.110965368075555,-0.461501672064572,0.318592602518799,0.877844032965046,3.25806912457619
"PWY-5022: 4-aminobutanoate degradation V",0.00945542851854248,-0.125772668036113,0.0356686610061576,0.594987265047443,-0.41410748691437,0.475220319959813,-0.501583914815596,0.163121169273461,7.71981686450501,-0.344497749681432,-0.545223048391114,-0.106302275021013,1.25065915912871,-0.0319517093516462,0.197808122293283,-0.238485883215748,0.473754212609768,4.50190245452468,0.583788507009652,0.715708128528895,-1.32116183217749,0.728369477197227,0.73006581102086,-0.612972752969341,-0.313879151761802,-0.132695547107202,2.51306171637188
"PWY-5030: L-histidine degradation III",0.462282461965855,1.61626849434985,-0.551550852248561,0.575330652309687,-0.293882025207227,-0.311918490248612,-1.27533869537401,-0.883214310096716,12.9797509171043,-0.274352240580279,0.110283731980709,-0.21075599125144,0.0145216901407495,-0.00222755672314043,-0.336278160360559,-0.709138925954355,-0.0466758022062658,9.98049773242357,0.298174907125528,0.510752939785866,0.0545458105987281,0.259466089743725,-0.0408270460153663,-0.590783907431407,-0.113418558682865,-0.725927405566722,0.452406503771981
"PWY-5083: NAD/NADH phosphorylation and dephosphorylation",0.573821312784362,-0.568092334992956,0.644415003444514,0.439730628619363,0.352064809378875,1.26737271737285,0.0961281079317039,0.101126712935884,7.47978677140238,-0.00392906416507467,-0.0574756549907046,0.388344759622484,-0.098274475332078,0.678543793407706,0.407138065622318,-0.0652076701221915,0.829589860773098,7.89773186842185,-0.339196921156348,0.142695859523312,1.06004080312958,0.110053240822213,1.35757087456857,-1.2467756292078,-0.068071499815898,0.368326093568202,0.191558770595601
"PWY-5088: L-glutamate degradation VIII (to propanoate)",0.27709405011202,-0.067203095846805,-0.0422059301109771,0.876314684489969,-0.537840431135796,-0.42963513626436,-0.220572516348343,-0.256618527962127,4.78157145944022,0.334338319885854,-0.15866461350365,-1.37207422035084,0.907374301183845,-0.0723898625130146,0.0207676420776684,0.276888941508594,0.0132255823246441,6.78786043127551,-0.727677537257973,-0.372517838757159,-0.260411912351392,0.0644892372128348,-0.740784121696311,0.0448868272759484,0.261355829073005,0.680817318698551,0.000277780813074089
"PWY-5097: L-lysine biosynthesis VI",-0.358529102193895,-0.165559312623909,-0.34481023722699,-0.436568636587135,0.0795879243611866,-0.910772088665282,-0.0590506472115992,0.173720957576579,8.70557010420276,0.292364435563954,0.285585576822546,-0.0993856871274064,0.120215826842204,-0.686130048926165,-0.126428222657902,0.255986668150605,-1.38140852853692,5.85032518118386,0.251743584213568,0.749942497977292,1.08422742954646,-0.333313980972859,0.122860708325292,0.0572211039298534,0.744254758556842,-1.42697618066735,3.37778347474662
"PWY-5100: pyruvate fermentation to acetate and lactate II",-1.17943298685574,-0.0344523797940201,-0.691364688726174,0.24896500116363,-0.419470345051261,-0.793607807331183,0.242702969509997,0.468475253912078,9.38122676668502,0.504819686909085,-0.0617152418715911,-1.21139261103385,-0.864309127773496,-0.730333285075131,0.207046721512485,0.441608684270638,-0.011538115547394,4.15169774720748,0.0916149513415535,-0.0298742870817406,-0.304523424937148,0.323258845600665,-0.771466179435979,-0.0564113854400717,0.537626455849714,0.404256853924053,2.49236229489007
"PWY-5101: L-isoleucine biosynthesis II",0.598153695800601,0.519884857957402,-0.616948416647212,-0.656554635891273,-0.809529401615447,0.459718616442232,-1.50352439165093,-0.343410759755917,12.4651988112113,0.100438858357937,-0.79882679604005,0.101520661531629,-0.180076291550402,0.0913571458974253,-0.21794916956846,-0.0778025498255233,0.140814444021364,17.5271878278542,-0.32953211068754,0.220758546753913,0.0243468734142929,-0.756918454377546,0.105535184698642,-0.636598961390754,-0.426520133900341,0.193648720404151,1.01058621654436
"PWY-5103: L-isoleucine biosynthesis III",-1.17425074834843,-0.189424809710059,0.0862887308945847,0.654422182562147,-1.70937569601348,-0.127729514932109,1.72419477484193,1.09919248522522,10.9065310073291,0.118043319413856,0.143591548046987,-0.101922788681714,0.26353950305891,-0.189997728185986,-1.44587159340497,-0.0781696920797454,-0.15260268823958,8.95152603205169,-0.0171125886536748,0.501641244402256,-0.317929899857116,0.159129761927734,-0.980137984756755,-0.307547060363726,-0.163330867299818,-0.0950485301609265,0.313271603973401
"PWY-5104: L-isoleucine biosynthesis IV",-0.869069525856529,-0.26864447543612,0.518139928260933,0.576729177474346,-0.792387581801095,-0.167273348924678,-0.563909187859841,0.165777166068783,7.44780961648743,-0.149526164003209,-2.51475864188492,-0.0403508821646681,0.146930438281473,-0.295019123513438,1.05594871364832,-0.568658681575819,0.685292453781088,5.77804731263092,-0.123766765734547,0.264939705001831,0.301800185532548,-0.0726639686109818,-0.20259913697864,-0.0383147124334007,0.336231303178032,-0.0239421807559254,0.567800989084721
"PWY-5121: superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP)",-0.0948072426335206,-0.41700176849362,0.180273575457568,0.271534372922004,0.607995203765055,0.155416692865408,-0.31531230449035,-0.0136908693499947,12.5928485819664,-0.00722771173063213,0.199845445137448,0.117383798830447,0.161680461906991,0.43571355565634,0.0501284201470457,0.769957409159931,0.112863226888245,8.41661582845212,-0.394831860736474,0.555639548485947,-0.918696449958016,-0.334276004149988,1.13385892011181,-0.192312643677546,0.173522878589498,0.196691733458794,0.126362296853367
"PWY-5136: fatty acid &beta;-oxidation II (peroxisome)",-0.411016936951333,-0.0912961270021961,0.850626849409581,0.277075213710213,0.681661504356885,1.25877341111664,-0.19466814070441,0.140184866653282,5.61216365796669,-0.552429427673301,-0.542424539385634,0.448678437826789,0.363668772139807,-0.473600815075816,0.744864170885529,0.0213162368832518,0.239669439588047,2.018241725843,0.0286857289014412,-0.0691216881087296,-0.31920356957051,-0.634967874182358,-0.19121507334544,0.526105241968194,-0.742440742677401,0.6278490085247,0.523765244908136
"PWY-5138: unsaturated, even numbered fatty acid &beta;-oxidation",-0.0121205532669118,-0.0550846570465133,0.0393578009264265,0.0357597040494529,0.254088625726778,1.41938323440454,-0.533672837948708,-0.0230906506404135,7.38938209742089,-0.844529003302035,-0.528783160718555,0.869181273583689,0.278748303845795,-0.413001234482821,1.07605517965649,-0.130517141724258,0.228474284271855,1.03626992475666,-0.00259379190383775,-0.0593319456376121,-0.379395244855656,-0.0638873164983046,-0.161823690678961,-0.0292407417678332,-0.847875845880334,0.744792345828068,0.117587281506
"PWY-5154: L-arginine biosynthesis III (via N-acetyl-L-citrulline)",0.604117732476066,0.498438008722431,0.545094422317642,0.863102736817235,-0.0159596311554046,1.99477732304566,-0.0224152304931001,-0.844140437089316,4.88974502038602,-0.155782389494547,-0.321690786443176,1.01036475061046,0.485843970002513,-0.305090898441911,1.33552992753732,-0.306037505397313,1.15703250171094,5.54489080772449,0.0210959565721888,-0.174207350062767,-0.00413462273997632,0.449967083864221,0.0378639261231028,-0.0591850519002758,-0.155818897279458,1.09441835882402,0.000333801680261633
"PWY-5173: superpathway of acetyl-CoA biosynthesis",0.440291569907232,-0.0979238542675615,0.564304509045426,0.282047576679176,0.664085180579111,0.842204035748326,0.461249268699789,-0.0446757152016707,1.40258105481884,-0.245002584366273,-0.477634693688359,1.0646924938383,0.00160327488342462,-0.473956368612865,0.959592257274873,0.0672036133287753,0.572891446826213,1.02284819364524,1.04545224628542,0.301424925968341,-0.297521680893554,0.356455712641844,-0.165676943717536,-0.343693150983246,-0.495856759941261,-1.11628261775622,0.000289868024994222
"PWY-5177: glutaryl-CoA degradation",-0.144976201375629,1.6704574086357,-0.391223748833962,-0.212320852091131,0.386373355337241,-0.194774998745296,0.153912726699027,-0.353649697194026,12.9388715824559,-0.0267357947975427,0.336711016280205,-0.636223534745859,-0.333955121524838,0.22575333133457,-0.127897566088129,0.0504360297298557,0.0377572671830838,14.3202278229622,0.0874704738649458,0.315139693227465,0.205649880274037,-0.721318326489938,-0.203117419408224,-0.348113828650113,0.682517386461582,0.124739073720804,1.41042081208675
"PWY-5188: tetrapyrrole biosynthesis I (from glutamate)",-0.940743305535653,-1.07304932335576,0.73915684620201,0.114739139552753,-1.4290151846127,-0.482008965185385,1.93316098802193,1.96929552899128,10.520424381812,0.653451912637278,0.443000274971073,-0.0118710669828384,-0.124786116001368,-1.17297896270572,0.00304542059375139,-0.00100348178959173,-0.627179922546273,1.55351260835078,0.230116128425206,0.316197694341422,0.861181435911383,0.231071239091724,-0.951013802457409,-1.18337279771891,0.247645713527406,-0.179794090564264,1.7721713264156
"PWY-5189: tetrapyrrole biosynthesis II (from glycine)",0.472128347691881,-0.0992259685073781,0.670956666487068,-0.0358474274048707,0.571785479107603,0.985984443764412,-0.0973877331914881,-0.687006677816616,8.93937967161569,-0.345216104398783,0.0510664496568601,0.884217969858188,-0.403417462009127,0.0694144859761062,0.476102194835578,-0.462992993941671,0.138340380837011,5.80381578871805,-0.150577998637746,-0.658662420078898,1.12255031072704,0.388007076286604,0.526658337619169,-1.11899059884295,-0.41918175168412,0.266433812618298,1.00350507523139
"PWY-5304: superpathway of sulfur oxidation (Acidianus ambivalens)",-0.0908556612273122,-0.0583657375729462,-0.415592328222101,1.46182682686339,-0.055233742524229,-0.0195729780309618,0.00891556369891812,0.331014041061506,3.06974376168643,0.265432989659425,-0.24830153202687,0.440173535589103,0.411130469222223,0.114711472292527,-0.846802219580744,-0.124567583048336,-0.0170458176913759,0.891460991940541,-0.0024049133122493,-0.297471853139131,-0.153724190311705,0.0415927459552148,0.219895267559584,-0.327892935325058,0.0816926803424821,0.232017714814514,0.0400836045374884
"PWY-5345: superpathway of L-methionine biosynthesis (by sulfhydrylation)",-0.160038233072524,-1.04518273672874,-0.0808434223084831,0.251272744062673,-1.07138296605331,-0.0356279644040164,0.59098370561836,1.15863181315963,25.6527862844986,0.306315079200737,0.199209815931947,-0.0937365040082105,0.67946108311196,-0.425448955947781,0.125394730994119,1.61830959813145,0.00163530400290873,10.6852553267061,0.10500486991045,-0.052649883779276,-1.37355666749718,-0.068291031352387,-0.853388714670322,-0.502326302274651,1.87009667416764,-0.206769727584844,1.96961456471912
"PWY-5347: superpathway of L-methionine biosynthesis (transsulfuration)",-0.303918575351296,0.00079973207333719,-0.481607834222462,1.62040654381718,-0.0530794347964293,-0.199981105336052,0.112079721710126,0.308577759924124,5.99193550514555,-0.134761665452783,-0.286979578828844,-0.923256736935561,0.424324854572609,0.510296324475451,0.164217555534201,0.673624038407763,0.780711284142744,4.85572222320533,0.38284842656338,-0.175493482018762,-0.587461038806129,0.345983765348806,-0.134749334370354,-0.722327711397888,0.657388750838472,-0.308335454706436,0.000307673845011573
